Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
43,0,1,0,0,37,0,0.0,0,0.0,Dropout
39,1,0,1,0,38,0,0.0,0,0.0,Dropout
39,0,0,1,0,55,0,0.0,0,0.0,Dropout
39,1,0,0,0,28,5,13.0,4,11.75,Dropout
7,0,1,0,0,46,8,12.375,5,12.4,Graduate
1,0,1,0,0,22,0,0.0,0,0.0,Graduate
39,0,1,0,0,46,5,11.4,4,13.75,Dropout
1,1,0,0,0,18,3,13.0,3,12.0,Dropout
1,0,1,1,1,21,6,13.5,6,14.166666666666666,Graduate
43,0,1,0,0,34,0,0.0,1,11.0,Dropout
17,0,1,0,1,21,5,12.0,5,11.2,Dropout
1,0,1,0,1,18,5,13.0,6,13.0,Graduate
1,0,1,1,0,20,0,0.0,0,0.0,Graduate
17,0,1,1,0,19,2,10.5,1,12.0,Dropout
17,0,1,1,0,22,6,12.666666666666666,6,12.166666666666666,Graduate
44,0,1,1,0,23,1,11.0,0,0.0,Dropout
17,0,1,1,0,19,0,0.0,0,0.0,Dropout
1,1,0,1,1,19,0,0.0,0,0.0,Dropout
1,0,1,1,1,18,6,15.571428571428571,6,16.142857142857142,Graduate
17,0,1,1,0,18,4,12.0,5,11.8,Dropout
17,1,1,1,0,19,4,11.25,3,11.333333333333334,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Graduate
44,0,1,1,0,19,6,12.142857142857142,5,13.6,Graduate
39,1,0,1,0,27,2,11.5,0,0.0,Dropout
1,0,1,1,0,20,4,13.0,6,13.0,Graduate
1,0,1,1,0,18,8,12.8875,8,12.8875,Graduate
1,0,1,1,0,18,6,12.833333333333334,6,12.571428571428571,Graduate
1,0,1,1,0,18,3,10.666666666666666,2,12.5,Dropout
17,0,1,0,0,18,6,11.983333333333334,8,12.28125,Graduate
39,0,0,0,0,37,0,0.0,0,0.0,Dropout
39,0,1,0,1,36,6,11.833333333333334,6,11.5,Graduate
39,0,1,0,0,26,3,12.666666666666666,2,11.0,Dropout
1,0,1,0,0,19,4,13.75,4,14.5,Graduate
39,0,1,0,0,24,5,11.4,5,11.8,Dropout
1,0,1,0,1,19,6,13.166666666666666,6,13.0,Dropout
42,0,1,0,1,20,6,12.833333333333334,5,11.8,Graduate
18,0,1,0,0,19,6,14.125,5,14.5,Graduate
1,0,1,0,0,21,3,11.666666666666666,5,13.0,Graduate
39,0,0,0,0,50,6,10.25,4,11.25,Dropout
39,0,1,0,0,47,6,12.514285714285716,4,11.75,Dropout
42,0,1,0,0,24,10,11.5,9,10.444444444444445,Dropout
39,0,0,0,0,48,1,10.0,0,0.0,Dropout
1,0,1,0,1,18,6,15.714285714285714,5,12.77777777777778,Graduate
44,0,1,1,0,32,4,12.5,4,11.0,Dropout
1,0,0,1,0,20,3,12.0,4,12.75,Dropout
39,1,1,1,0,24,0,0.0,0,0.0,Dropout
39,0,1,1,0,53,4,12.25,4,11.75,Graduate
39,1,0,1,0,42,0,0.0,0,0.0,Dropout
39,0,1,1,0,52,5,13.6,5,14.2,Graduate
39,0,1,1,0,49,5,12.2,5,11.8,Graduate
17,0,1,1,1,18,6,12.285714285714286,6,13.333333333333334,Graduate
39,0,1,1,0,37,3,12.0,4,13.0,Graduate
1,0,1,1,1,21,6,13.342857142857143,7,11.65,Graduate
39,1,1,1,0,26,0,0.0,0,0.0,Dropout
1,0,1,1,0,20,11,14.272727272727272,11,14.818181818181818,Graduate
1,0,1,0,1,19,7,12.1375,8,12.91111111111111,Graduate
1,0,1,0,0,18,6,14.166666666666666,6,14.857142857142858,Graduate
17,0,1,0,0,18,7,13.528571428571428,8,14.655555555555557,Graduate
17,0,1,0,0,20,5,12.0,6,11.0,Graduate
17,0,1,0,0,20,5,11.4,1,11.0,Dropout
1,0,1,0,0,21,0,0.0,0,0.0,Dropout
1,0,1,0,0,22,12,12.916666666666666,11,14.5,Graduate
43,0,1,0,1,18,7,13.6375,8,14.3875,Graduate
1,0,1,0,0,18,7,12.9,7,12.142857142857142,Dropout
1,0,1,0,1,19,7,14.36,7,14.36,Graduate
1,0,1,0,0,18,7,14.7,7,14.7,Graduate
1,0,1,0,1,20,7,13.0,8,15.0625,Graduate
1,0,1,0,0,20,6,13.5,0,0.0,Dropout
1,0,1,0,0,20,5,12.333333333333334,5,12.6,Graduate
1,0,1,0,0,19,5,13.4,5,13.0,Graduate
43,0,1,0,1,20,0,0.0,0,0.0,Graduate
53,0,1,0,0,27,11,14.727272727272728,7,14.142857142857142,Graduate
1,0,1,0,0,18,6,16.571428571428573,6,15.666666666666666,Graduate
1,0,1,0,0,18,7,15.145,8,15.7425,Graduate
17,0,1,0,1,18,7,13.44285714285714,8,15.075,Graduate
1,0,1,0,0,20,5,14.166666666666666,4,11.75,Graduate
17,0,1,0,1,20,6,11.333333333333334,6,12.333333333333334,Graduate
1,0,1,0,0,18,8,13.76125,8,13.76125,Graduate
44,1,0,0,0,22,5,11.6,5,10.0,Dropout
17,1,1,0,1,22,4,12.75,5,13.0,Graduate
1,0,1,0,0,19,6,15.307692307692308,6,14.0,Graduate
44,0,0,0,0,21,5,13.285714285714286,4,12.0,Dropout
39,0,1,0,0,27,7,14.757142857142856,8,14.077777777777778,Graduate
17,0,1,0,0,18,6,12.766666666666666,6,12.766666666666666,Graduate
17,0,0,0,0,18,5,10.4,0,0.0,Dropout
17,0,1,1,0,19,0,0.0,0,0.0,Dropout
39,0,1,1,1,35,4,10.5,5,12.6,Graduate
17,0,1,1,0,23,4,14.25,5,13.4,Graduate
39,0,1,1,0,28,3,11.916666666666666,0,0.0,Dropout
1,1,1,1,0,20,4,12.0,5,11.6,Dropout
1,0,1,1,0,21,3,11.0,4,12.75,Dropout
17,0,1,1,0,18,6,14.166666666666666,5,13.0,Graduate
1,0,1,1,0,22,6,14.666666666666666,6,15.0,Graduate
17,0,1,1,0,21,0,0.0,5,12.285714285714286,Graduate
7,1,0,1,0,38,3,12.666666666666666,0,0.0,Dropout
43,0,1,1,0,19,0,0.0,0,0.0,Dropout
7,0,1,1,0,24,0,0.0,0,0.0,Dropout
18,0,0,1,0,19,0,0.0,0,0.0,Dropout
1,0,1,1,1,19,7,13.7,8,14.022222222222222,Graduate
39,0,1,1,0,31,0,0.0,0,0.0,Dropout
17,0,1,1,1,19,6,13.333333333333334,6,13.285714285714286,Graduate
17,0,1,1,0,22,5,11.4,6,12.166666666666666,Graduate
39,0,1,1,0,25,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,7,16.142857142857142,0,0.0,Dropout
7,0,1,1,0,30,0,0.0,0,0.0,Dropout
1,0,1,1,1,18,8,15.63375,8,15.63375,Graduate
1,0,1,1,0,18,6,13.666666666666666,6,14.5,Graduate
17,0,1,1,0,18,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,6,12.5,6,11.5,Graduate
39,0,1,1,1,25,6,12.285714285714286,6,13.0,Graduate
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
39,0,1,1,0,25,4,12.95,4,13.125,Dropout
1,0,1,0,0,19,6,12.45,6,12.45,Graduate
1,0,1,0,1,20,8,13.38125,8,13.38125,Graduate
42,0,0,0,0,33,5,12.16,5,11.34,Dropout
17,0,1,0,1,18,6,12.75,6,12.166666666666666,Graduate
17,0,1,0,0,19,8,13.3425,8,13.3425,Graduate
1,0,1,0,1,20,7,14.175,6,13.03125,Graduate
39,0,1,1,0,24,0,0.0,2,14.5,Dropout
39,0,1,1,0,24,0,0.0,0,0.0,Dropout
17,0,1,1,0,18,5,12.0,5,12.142857142857142,Graduate
1,0,1,0,1,18,6,10.571428571428571,5,11.4,Graduate
51,0,1,0,0,22,11,14.153846153846152,12,15.428571428571429,Graduate
1,0,1,0,1,18,6,11.166666666666666,5,12.4,Graduate
1,0,1,0,0,21,17,12.0,17,12.666666666666666,Graduate
39,0,1,0,0,38,3,11.333333333333334,4,12.0,Dropout
43,0,1,0,1,29,16,12.588235294117649,13,13.357142857142858,Graduate
17,0,0,0,0,18,0,0.0,0,0.0,Dropout
43,0,1,1,0,37,12,12.25,13,12.846153846153848,Graduate
1,0,1,1,0,20,5,11.6,5,12.8,Graduate
1,0,0,1,0,20,4,13.0,3,12.0,Dropout
39,1,1,1,0,40,3,10.666666666666666,2,12.5,Dropout
1,0,0,1,0,21,2,11.0,3,11.428571428571429,Dropout
44,0,1,1,0,21,6,13.428571428571429,8,13.125,Graduate
1,0,1,1,0,18,8,13.05375,8,13.05375,Graduate
39,0,1,1,0,27,6,14.166666666666666,6,13.833333333333334,Graduate
39,0,0,1,0,38,0,0.0,0,0.0,Dropout
18,0,1,1,0,18,5,13.6,3,12.666666666666666,Dropout
1,0,1,1,0,18,6,13.714285714285714,5,13.333333333333334,Dropout
43,1,0,1,0,19,3,11.666666666666666,2,10.0,Dropout
39,1,0,1,0,44,1,14.0,0,0.0,Dropout
44,0,1,1,0,26,4,12.5,3,10.0,Dropout
43,1,0,1,0,24,5,11.833333333333334,4,11.5,Dropout
39,0,0,1,0,27,0,0.0,0,0.0,Dropout
39,1,0,1,0,27,0,0.0,0,0.0,Dropout
43,0,1,1,0,25,13,11.538461538461538,10,12.4,Dropout
1,0,1,1,1,19,0,0.0,0,0.0,Graduate
17,1,0,1,0,20,0,0.0,0,0.0,Dropout
44,0,0,0,0,22,3,12.666666666666666,0,0.0,Dropout
1,0,1,0,0,19,6,14.428571428571429,6,15.0,Graduate
1,0,1,0,1,18,7,13.117142857142856,7,12.6,Graduate
1,1,1,0,0,20,6,12.666666666666666,6,11.833333333333334,Graduate
17,0,1,0,1,18,0,0.0,0,0.0,Dropout
39,0,1,1,0,36,6,15.285714285714286,6,16.5,Graduate
15,1,1,1,0,19,3,10.5,4,11.25,Graduate
53,0,1,1,1,21,11,12.636363636363637,9,12.6,Graduate
1,0,1,0,0,26,0,0.0,0,0.0,Dropout
39,1,0,0,0,29,3,14.333333333333334,1,14.0,Dropout
7,0,1,1,0,27,0,0.0,0,0.0,Dropout
1,0,1,0,1,19,6,13.5,6,14.428571428571429,Graduate
1,0,0,1,0,20,0,0.0,0,0.0,Dropout
1,0,1,1,0,33,9,12.8,7,11.428571428571429,Graduate
39,1,1,1,0,35,5,10.8,5,12.0,Dropout
1,0,1,1,0,23,4,11.4,4,11.0,Graduate
1,0,1,1,0,19,7,13.725714285714286,8,14.5,Graduate
1,0,1,1,1,21,6,13.5,6,11.166666666666666,Graduate
39,0,1,1,0,27,7,15.57,7,15.57,Dropout
7,0,1,1,0,28,7,14.114285714285714,8,15.91111111111111,Dropout
39,0,1,1,0,42,0,0.0,0,0.0,Dropout
7,0,1,1,0,27,4,13.5,4,13.75,Graduate
1,0,1,1,0,23,4,11.25,0,0.0,Dropout
17,0,1,1,1,18,6,12.142857142857142,6,11.333333333333334,Graduate
39,0,1,1,0,26,7,13.075714285714286,7,13.075714285714286,Graduate
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
39,1,1,1,0,29,3,11.0,2,13.5,Dropout
17,0,1,1,0,22,0,0.0,0,0.0,Dropout
1,0,1,0,1,19,7,13.512857142857142,7,13.512857142857142,Graduate
1,0,1,0,1,18,6,12.833333333333334,6,12.166666666666666,Graduate
1,0,1,0,1,18,3,15.0,3,11.666666666666666,Dropout
39,1,0,0,0,40,5,12.8,3,13.333333333333334,Dropout
17,1,0,0,0,20,3,12.333333333333334,0,0.0,Dropout
1,0,1,1,0,18,5,12.288,5,12.288,Dropout
43,0,1,1,0,31,12,12.333333333333334,7,13.285714285714286,Graduate
1,0,1,1,1,18,4,11.5,5,12.8,Graduate
43,0,1,1,0,22,6,11.833333333333334,4,11.142857142857142,Dropout
51,1,0,1,0,38,0,0.0,0,0.0,Dropout
43,0,1,1,0,33,0,0.0,0,0.0,Dropout
17,0,1,1,0,18,0,0.0,0,0.0,Dropout
51,0,1,1,0,27,6,12.333333333333334,5,13.0,Graduate
39,0,1,1,0,26,6,12.428571428571429,6,12.833333333333334,Graduate
1,0,1,0,1,19,7,12.765714285714289,8,13.544444444444444,Graduate
51,0,1,1,0,44,5,12.1,5,12.6,Dropout
1,0,1,1,0,19,5,12.0,5,11.5,Graduate
18,0,1,1,0,20,0,0.0,0,0.0,Dropout
43,0,1,0,0,31,13,11.357142857142858,13,12.0,Graduate
43,0,1,0,0,25,6,13.5,6,12.5,Graduate
17,1,0,0,0,19,0,0.0,0,0.0,Dropout
17,0,1,0,0,18,7,13.884285714285712,8,14.75,Dropout
39,0,1,0,0,24,2,11.666666666666666,2,10.5,Dropout
1,0,1,0,0,20,6,14.5,6,12.666666666666666,Graduate
17,0,1,0,0,18,6,14.714285714285714,6,14.166666666666666,Graduate
1,0,1,0,1,18,6,13.285714285714286,6,14.333333333333334,Graduate
7,1,0,0,0,28,0,0.0,0,0.0,Dropout
1,1,1,0,0,18,5,13.0,4,11.5,Dropout
1,0,1,0,1,18,6,11.5,5,14.0,Graduate
17,0,1,0,1,18,5,11.8,5,11.6,Graduate
1,0,0,0,1,19,3,10.666666666666666,3,12.285714285714286,Dropout
17,0,1,0,1,19,6,13.8875,8,14.864444444444445,Graduate
1,1,1,0,1,20,5,11.4,6,11.5,Graduate
43,0,1,0,0,34,9,12.333333333333334,7,12.142857142857142,Graduate
17,0,1,0,0,19,8,13.427499999999998,8,13.427499999999998,Graduate
39,0,1,0,0,24,6,15.166666666666666,2,15.5,Graduate
10,0,1,0,0,18,0,0.0,0,0.0,Dropout
17,0,1,1,0,19,2,10.5,0,0.0,Dropout
1,0,1,1,1,18,5,11.8,3,11.0,Graduate
1,1,1,1,0,19,7,13.075,8,12.36111111111111,Graduate
1,0,1,1,0,19,4,11.6,2,13.0,Dropout
17,0,1,1,0,19,6,13.666666666666666,4,12.25,Dropout
39,0,1,1,0,41,4,10.75,2,10.0,Dropout
1,0,1,1,0,19,6,13.492857142857144,8,12.68888888888889,Graduate
7,0,0,1,0,23,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,5,13.285714285714286,5,14.8,Dropout
1,0,1,1,0,19,5,12.6,5,11.8,Graduate
44,0,1,1,0,20,6,14.0,6,14.666666666666666,Graduate
39,1,0,1,0,35,2,11.5,2,10.5,Dropout
39,0,0,1,0,34,0,0.0,0,0.0,Dropout
1,1,0,0,1,19,6,11.833333333333334,6,12.875,Graduate
15,1,0,1,0,22,5,11.5,5,12.4,Graduate
17,0,1,1,0,20,6,14.166666666666666,6,12.333333333333334,Graduate
39,1,1,1,0,30,0,0.0,0,0.0,Dropout
1,0,0,1,0,20,2,10.5,0,0.0,Dropout
17,0,1,1,0,18,6,11.833333333333334,6,13.166666666666666,Graduate
1,0,1,1,1,26,0,0.0,0,0.0,Dropout
39,0,1,1,0,26,5,12.4,5,12.4,Graduate
39,0,0,1,0,26,2,10.5,0,0.0,Dropout
39,1,0,1,0,31,0,0.0,0,0.0,Dropout
1,0,1,1,1,20,12,14.583333333333334,11,14.333333333333334,Graduate
1,0,1,1,0,19,6,11.666666666666666,3,12.666666666666666,Graduate
17,1,0,1,0,23,0,0.0,0,0.0,Dropout
1,0,1,1,1,20,1,13.0,0,0.0,Dropout
51,0,1,1,0,20,7,15.66,9,15.011111111111113,Graduate
39,0,1,1,0,29,0,0.0,0,0.0,Dropout
1,0,1,1,1,20,6,12.166666666666666,4,12.75,Graduate
1,0,1,1,0,24,6,13.3,6,13.3,Graduate
39,0,1,1,0,37,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
1,1,0,1,1,18,0,0.0,0,0.0,Dropout
17,0,1,1,0,18,7,13.55714285714286,7,13.55714285714286,Graduate
39,0,1,1,0,35,4,12.0,3,10.333333333333334,Dropout
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Graduate
1,0,1,0,0,19,6,12.183333333333332,6,12.183333333333332,Graduate
44,0,0,1,0,30,6,11.833333333333334,4,11.0,Dropout
43,1,0,1,0,51,0,0.0,0,0.0,Dropout
10,0,1,0,0,18,6,15.0,5,14.333333333333334,Graduate
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
1,0,1,0,1,18,8,13.435,8,13.435,Graduate
1,0,1,0,0,18,4,13.5,0,0.0,Dropout
18,0,1,0,0,23,17,11.5,17,12.176470588235292,Graduate
1,1,0,0,0,18,5,12.2,4,11.5,Dropout
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
53,0,1,0,0,21,10,14.5,8,14.0,Graduate
43,1,1,0,0,20,6,13.333333333333334,6,12.666666666666666,Graduate
42,0,1,0,0,24,9,12.0,9,12.555555555555555,Graduate
1,0,1,0,0,18,6,15.125,6,14.0,Graduate
17,0,1,0,0,18,6,13.116666666666667,6,13.116666666666667,Graduate
1,0,1,0,0,19,6,12.833333333333334,6,11.666666666666666,Graduate
44,0,1,0,1,20,6,13.333333333333334,6,14.166666666666666,Graduate
1,0,1,0,0,18,7,13.877142857142855,8,15.6625,Graduate
1,0,1,0,0,18,7,12.944285714285714,7,12.944285714285714,Graduate
1,0,1,0,0,19,6,14.266666666666666,6,14.266666666666666,Graduate
1,0,1,0,0,18,5,13.0,5,14.0,Graduate
1,0,1,0,0,20,8,12.48375,8,12.48375,Graduate
1,0,1,0,0,18,7,13.428571428571429,8,15.3125,Graduate
17,1,0,0,0,18,3,10.666666666666666,0,0.0,Dropout
1,0,1,0,0,18,5,15.4,5,12.2,Graduate
1,0,1,0,0,18,6,13.45,6,13.45,Graduate
17,0,1,0,1,18,6,12.6,6,12.6,Graduate
1,0,1,0,0,20,7,12.485714285714286,8,12.9375,Graduate
1,0,1,0,1,22,5,10.8,5,12.8,Graduate
1,0,1,0,0,18,6,13.833333333333334,6,14.0,Graduate
17,0,1,0,0,18,5,13.2,4,12.5,Graduate
17,1,1,0,1,18,1,14.0,0,0.0,Dropout
17,0,1,0,0,19,8,13.875,5,14.0,Graduate
1,0,1,0,1,19,5,12.5,5,12.714285714285714,Graduate
17,0,1,0,1,18,6,13.428571428571429,6,12.5,Graduate
17,0,1,0,1,18,7,14.868571428571428,8,15.11111111111111,Graduate
1,0,1,0,0,18,7,13.03,8,13.21875,Graduate
17,0,1,0,0,19,6,14.571428571428571,6,12.333333333333334,Graduate
17,0,1,0,0,18,5,11.0,4,11.25,Graduate
39,0,1,0,1,25,8,13.3675,8,13.3675,Graduate
1,0,1,0,1,19,6,12.808333333333332,7,12.825714285714286,Graduate
17,0,1,0,0,18,7,13.918571428571427,8,13.8875,Graduate
17,0,1,0,0,19,6,13.0,4,12.8,Graduate
1,0,1,0,0,18,6,13.683333333333332,6,13.683333333333332,Graduate
39,0,1,0,0,24,5,13.0,1,12.0,Dropout
1,0,1,0,0,21,5,12.8,5,11.2,Graduate
1,0,1,0,1,18,6,13.571428571428571,6,12.166666666666666,Graduate
1,0,1,0,0,18,6,13.166666666666666,6,13.166666666666666,Graduate
1,0,1,0,1,20,6,15.0,6,14.5,Graduate
1,0,1,0,0,19,6,12.666666666666666,5,11.4,Graduate
1,0,1,0,1,19,6,13.857142857142858,6,13.142857142857142,Dropout
1,0,1,0,0,30,7,14.692857142857145,8,14.9625,Graduate
1,0,1,0,0,18,8,14.035,8,14.035,Graduate
17,0,1,0,0,18,4,11.0,3,14.0,Graduate
1,0,1,0,1,18,6,13.333333333333334,6,13.333333333333334,Graduate
18,0,1,0,0,20,6,11.7725,7,12.33,Graduate
1,0,1,0,0,19,0,0.0,0,0.0,Dropout
43,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,0,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,18,6,12.285714285714286,6,12.0,Graduate
18,0,1,0,0,19,6,12.166666666666666,6,13.166666666666666,Graduate
7,0,1,0,0,25,7,14.805714285714286,7,14.805714285714286,Graduate
1,0,1,0,0,19,5,10.6,6,11.714285714285714,Dropout
1,1,1,0,1,19,6,12.833333333333334,6,12.666666666666666,Graduate
1,0,1,0,1,20,5,13.0,5,13.8,Graduate
1,0,1,0,1,20,7,12.725,8,13.7125,Graduate
17,0,1,0,0,19,4,11.25,3,10.333333333333334,Graduate
7,0,1,0,0,31,11,13.818181818181818,12,13.461538461538462,Graduate
1,0,1,0,0,20,3,12.333333333333334,3,13.0,Graduate
1,0,1,0,0,18,6,13.666666666666666,5,15.4,Graduate
17,0,1,0,1,20,6,14.833333333333334,6,12.142857142857142,Graduate
17,0,1,0,1,19,5,11.2,5,13.125,Dropout
17,0,1,0,1,21,5,11.4,5,12.2,Graduate
1,0,1,0,0,18,7,13.135,8,13.244444444444444,Graduate
51,0,1,0,0,21,10,13.0,10,11.4,Dropout
44,0,1,0,0,20,6,13.5,5,12.5,Graduate
1,0,1,0,1,18,5,13.5,6,14.5,Graduate
1,0,1,0,1,18,4,10.75,5,13.0,Graduate
17,0,1,0,1,18,6,11.333333333333334,6,11.833333333333334,Graduate
43,0,1,0,1,21,3,13.0,5,13.285714285714286,Graduate
1,0,1,0,0,18,6,13.966666666666669,6,13.966666666666669,Graduate
1,0,1,0,1,18,8,14.14125,8,14.14125,Graduate
17,0,1,0,1,20,4,11.6,4,11.75,Graduate
42,0,1,0,1,32,8,14.6625,8,14.6625,Graduate
1,0,1,0,1,23,6,12.993333333333334,8,12.66875,Graduate
17,0,1,0,0,18,5,12.2,5,12.8,Graduate
43,0,1,0,0,34,0,0.0,0,0.0,Dropout
1,0,1,0,0,21,5,12.2,5,11.8,Graduate
1,0,1,0,1,20,0,0.0,0,0.0,Dropout
1,0,1,0,0,18,6,11.333333333333334,6,11.666666666666666,Graduate
17,0,1,0,0,18,6,13.857142857142858,6,13.1,Graduate
17,0,1,0,0,18,6,12.857142857142858,6,13.333333333333334,Graduate
39,0,1,0,0,24,1,10.0,0,0.0,Dropout
51,1,0,0,0,32,14,10.214285714285714,13,11.384615384615383,Graduate
39,1,0,0,0,24,6,11.285714285714286,3,10.333333333333334,Dropout
1,0,1,0,1,18,6,13.833333333333334,0,0.0,Dropout
51,0,1,0,0,28,6,12.857142857142858,5,12.6,Graduate
17,0,1,0,1,18,6,11.666666666666666,4,12.0,Dropout
7,0,0,0,0,24,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,5,14.4,5,13.2,Graduate
39,0,1,0,0,44,6,14.833333333333334,6,14.166666666666666,Graduate
16,0,1,0,1,18,6,14.333333333333334,6,12.0,Graduate
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
1,0,1,0,0,22,0,0.0,0,0.0,Dropout
18,0,1,0,1,18,6,12.333333333333334,6,12.666666666666666,Graduate
39,0,1,0,0,44,5,11.8,5,12.4,Graduate
39,1,1,0,0,33,5,13.2,5,10.6,Dropout
39,1,0,0,0,32,0,0.0,0,0.0,Dropout
39,0,0,0,0,35,0,0.0,0,0.0,Dropout
1,0,1,0,0,20,6,11.5,6,13.285714285714286,Graduate
39,0,1,0,0,24,5,12.6,5,12.2,Graduate
1,0,1,0,0,19,7,13.542857142857144,8,14.22222222222222,Graduate
1,0,1,1,1,19,6,13.666666666666666,6,13.833333333333334,Graduate
42,0,0,1,0,27,0,0.0,0,0.0,Dropout
39,0,0,0,0,30,0,0.0,0,0.0,Dropout
17,0,1,1,0,21,0,0.0,0,0.0,Dropout
1,0,1,1,0,19,6,11.5,6,12.285714285714286,Graduate
43,0,1,1,0,18,7,11.828571428571427,7,12.9125,Graduate
1,0,1,1,0,21,0,0.0,0,0.0,Graduate
1,0,1,0,1,19,6,12.966666666666669,6,12.966666666666669,Graduate
1,0,1,1,0,18,6,13.833333333333334,6,13.666666666666666,Graduate
17,0,1,0,0,19,7,14.125714285714285,8,14.36875,Graduate
39,1,1,0,0,45,5,12.166666666666666,0,0.0,Dropout
39,0,1,0,0,26,6,12.666666666666666,4,12.25,Graduate
39,0,1,1,0,51,0,0.0,0,0.0,Dropout
39,1,1,1,1,49,6,12.285714285714286,6,14.166666666666666,Graduate
17,0,1,1,0,22,2,10.0,1,10.0,Dropout
7,0,1,0,0,33,2,11.5,2,12.0,Dropout
10,0,1,0,0,20,5,11.6,4,11.5,Graduate
1,0,1,0,1,18,6,12.5,6,11.666666666666666,Graduate
1,1,0,0,0,20,3,11.666666666666666,2,11.0,Dropout
57,0,1,0,0,37,7,13.428571428571429,10,11.6,Graduate
1,0,1,1,0,18,6,13.666666666666666,6,13.5,Graduate
1,0,1,0,0,19,6,12.5,6,12.166666666666666,Graduate
44,0,1,0,0,21,6,13.0,4,12.8,Graduate
1,0,1,0,0,20,6,12.783333333333331,7,12.842857142857143,Graduate
1,0,1,0,0,19,0,0.0,0,0.0,Dropout
17,0,1,0,0,20,4,13.5,4,11.225,Dropout
17,0,1,0,0,18,7,13.457142857142856,8,15.125,Graduate
1,0,1,0,0,19,7,13.44285714285714,7,13.44285714285714,Graduate
1,0,1,0,0,18,4,11.0,5,10.833333333333334,Graduate
17,0,1,0,1,18,6,11.333333333333334,6,12.285714285714286,Graduate
1,0,1,0,0,18,2,10.0,0,0.0,Dropout
1,0,1,0,1,18,7,12.214285714285714,8,14.0625,Graduate
1,0,1,0,1,19,6,14.166666666666666,6,13.5,Graduate
53,1,1,0,1,24,12,12.846153846153848,11,12.636363636363637,Graduate
1,0,1,0,1,21,5,12.8,4,11.25,Graduate
44,1,0,0,0,20,4,13.0,5,12.0,Dropout
17,0,1,0,1,19,7,13.371428571428572,8,13.666666666666666,Graduate
17,0,1,0,1,19,7,13.385714285714286,8,13.3875,Graduate
1,0,1,0,0,18,7,13.328571428571427,7,13.328571428571427,Graduate
1,0,1,0,0,19,5,14.0,5,11.0,Graduate
17,0,1,0,0,21,5,12.6,5,13.2,Graduate
1,0,1,0,1,19,6,14.0,6,15.0,Graduate
1,0,1,0,1,18,6,13.428571428571429,6,12.666666666666666,Graduate
17,0,1,0,1,17,6,13.0,6,12.5,Graduate
17,0,0,1,0,23,3,10.0,3,12.333333333333334,Dropout
1,0,1,0,0,19,6,12.833333333333334,6,11.77777777777778,Graduate
1,0,1,0,0,18,6,12.916666666666666,6,12.916666666666666,Graduate
1,0,1,0,0,20,6,13.285714285714286,5,13.8,Graduate
1,0,1,0,1,19,5,14.6,5,13.8,Graduate
1,0,1,0,1,18,6,14.0,6,13.666666666666666,Graduate
17,0,1,0,1,19,6,14.142857142857142,6,15.0,Graduate
1,0,1,0,0,19,6,11.666666666666666,6,12.333333333333334,Graduate
17,0,1,0,0,18,8,14.3775,8,14.3775,Graduate
17,0,1,0,0,18,7,12.5,7,13.042857142857144,Graduate
1,0,1,0,1,19,6,14.15,6,14.15,Graduate
1,0,1,0,1,19,7,12.471428571428572,7,12.471428571428572,Graduate
1,0,1,0,0,19,6,14.15,6,14.15,Graduate
1,0,1,0,0,21,7,14.072222222222225,8,14.0475,Graduate
1,0,1,0,0,18,6,14.857142857142858,6,14.666666666666666,Graduate
1,0,1,0,1,19,6,14.285714285714286,6,13.166666666666666,Graduate
1,0,0,0,0,18,0,0.0,0,0.0,Dropout
7,0,1,0,0,30,0,0.0,0,0.0,Dropout
17,0,1,0,0,18,6,15.0,5,15.166666666666666,Dropout
1,0,1,0,1,20,6,12.633333333333333,6,12.633333333333333,Graduate
39,1,0,0,0,25,5,11.2,5,12.6,Dropout
1,0,1,0,0,18,6,14.233333333333334,6,14.233333333333334,Graduate
1,0,1,0,0,18,7,15.7,7,15.7,Graduate
1,0,1,0,0,18,6,15.2,6,15.2,Graduate
17,0,0,0,0,29,6,16.333333333333332,5,15.6,Dropout
43,0,1,0,0,20,14,12.5625,12,12.857142857142858,Graduate
7,0,1,0,0,26,0,0.0,0,0.0,Dropout
